Fighter,Result,Opponent,Event,Date,Method,Rounds,Time
Emanuele Palombi,loss,Ivan Cosic,Jul / 08 / 2017,Jul / 08 / 2017,Decision (Unanimous),3,5:00
Emanuele Palombi,win,Leonard Niculae,Hells Angels Eternal City - 3rd Bikes and Fights Night,Oct / 01 / 2016,Submission (Rear-Naked Choke),1,3:25
Emanuele Palombi,loss,Liviu Butuc,Feb / 21 / 2016,Feb / 21 / 2016,Decision (Unanimous),3,5:00
Emanuele Palombi,win,Andrea Zanetti,Fight or Nothing - Clash of Titans,Sep / 26 / 2015,Decision (Unanimous),3,5:00
Jason Jackson,win,Jordan Mein,Bellator 242 - Bandejas vs. Pettis,Jul / 24 / 2020,Decision (Unanimous),3,5:00
Jason Jackson,win,Scott Futrell,LFA 64 - Park vs. Jackson,Apr / 26 / 2019,Submission (Arm-Triangle Choke),2,4:07
Jason Jackson,loss,Kyle Stewart,Jul / 25 / 2017,Jul / 25 / 2017,TKO (Ankle Injury),2,0:21
Jason Jackson,win,Rodrigo Cavalheiro Correia,Titan FC 41 - Damm vs. Faria,Sep / 09 / 2016,Decision (Unanimous),3,5:00
Jason Jackson,win,Michael Lilly,Fight Time Promotions - Fight Time 20,Aug / 29 / 2014,Decision (Unanimous),3,5:00
Jason Jackson,win,Michael      Johnson,Fight Time 12 - Warriors Collide,Nov / 02 / 2012,Submission (Triangle Choke),2,2:05
Jason Jackson,loss,Colby Covington,Jun / 22 / 2012,Jun / 22 / 2012,Decision (Unanimous),3,5:00
Jason Jackson,loss,Mardel Stewart,Jan / 26 / 2011,Jan / 26 / 2011,Submission,1,0:38
Jason Jackson,loss,Leon Smith,Jun / 06 / 2009,Jun / 06 / 2009,TKO (Punches),2,1:38
Jason Jackson,win,Hemerson de Souza,LFA 71 - Jackson vs. Marques,Jul / 12 / 2019,Decision (Split),5,5:00
Jason Jackson,win,Jordon Larson,Bellator 204 - Caldwell vs. Lahat,Aug / 17 / 2018,TKO (Punches),1,3:52
Jason Jackson,win,Dhiego Lima,Titan FC 42 - Lima vs. Jackson,Dec / 02 / 2016,TKO (Punches),1,2:10
Jason Jackson,win,Victor Moreno,VFC  - Victory Fighting Championship 48,Feb / 19 / 2016,TKO (Punches),1,1:55
Jason Jackson,loss,Hayder Hassan,Oct / 12 / 2013,Oct / 12 / 2013,TKO (Punches),3,2:32
Jason Jackson,win,Efrain Cintron,Fight Time 11 - Unfinished Business,Aug / 24 / 2012,Submission (Triangle Choke),2,1:10
Jason Jackson,win,Jerome Buchanan,Fight Time 9 - MMA Explosion,Apr / 27 / 2012,TKO (Punches),1,0:55
Jason Jackson,loss,Jose Vasquez,Oct / 31 / 2009,Oct / 31 / 2009,TKO (Punches),2,2:28
Neiman Gracie,loss,Rory MacDonald,Jun / 14 / 2019,Jun / 14 / 2019,Decision (Unanimous),5,5:00
Neiman Gracie,win,Javier Torres,Bellator 198 - Fedor vs. Mir,Apr / 28 / 2018,Submission (Arm-Triangle Choke),2,3:18
Neiman Gracie,win,Dave Marfone,Bellator 180 - Sonnen vs. Silva,Jun / 24 / 2017,Submission (Rear-Naked Choke),2,2:27
Neiman Gracie,win,Roger Carroll,Bellator 151 - Warren vs. Caldwell,Mar / 04 / 2016,Decision (Unanimous),3,5:00
Neiman Gracie,win,Dustin Holyko,WSOF 11 - Gaethje vs. Newell,Jul / 05 / 2014,Submission (Rear-Naked Choke),2,2:21
Neiman Gracie,win,Zak Bucia,Bellator 185 - Mousasi vs. Shlemenko,Oct / 20 / 2017,Submission (Neck Crank),2,2:27
Neiman Gracie,win,Rudy Bears,Bellator 163 - McGeary vs. Davis,Nov / 04 / 2016,Submission (Armbar),1,4:39
Neiman Gracie,win,Bobby Flynn,Bellator 134 - British Invasion,Feb / 27 / 2015,Submission (Neck Crank),1,2:36
Neiman Gracie,win,Darren Costa,WSOF 5 - Arlovski vs. Kyle,Sep / 14 / 2013,Submission (Armbar),1,3:57
Ion Pascu,loss,Logan Storley,Feb / 15 / 2019,Feb / 15 / 2019,Decision (Unanimous),3,5:00
Ion Pascu,win,Alex Lohore,BAMMA 35 - Lohore vs. Pascu,May / 12 / 2018,Decision (Unanimous),3,5:00
Ion Pascu,win,Omar Jesus Santana,BAMMA 32 - Dublin,Nov / 10 / 2017,Decision (Split),3,5:00
Ion Pascu,loss,Aslambek Saidov,Mar / 11 / 2017,Mar / 11 / 2017,Decision (Unanimous),3,5:00
Ion Pascu,loss,Andreas Michailidis,May / 24 / 2016,May / 24 / 2016,Decision (Unanimous),3,5:00
Ion Pascu,win,Josip Perica,ADW  - Abu Dhabi Warriors 3,Oct / 03 / 2015,TKO (Punches),1,1:42
Ion Pascu,win,Erno Stefko,RXF 14 - Coming to America,Nov / 03 / 2014,TKO (Knees and Punches),1,0:23
Ion Pascu,loss,Jack Hermansson,Apr / 18 / 2014,Apr / 18 / 2014,Decision (Unanimous),3,5:00
Ion Pascu,loss,Max Nunes,Dec / 14 / 2013,Dec / 14 / 2013,Decision (Unanimous),3,5:00
Ion Pascu,win,Jack Marshman,BAMMA 13 - Nunes vs. Jones,Sep / 14 / 2013,KO,1,4:02
Ion Pascu,win,Matt Robinson,UCMMA 33 - Ultimate Challenge MMA 33,Apr / 06 / 2013,TKO (Punches),1,2:20
Ion Pascu,win,Alexander Georgiev,RPC - Reload,Sep / 29 / 2012,Decision (Unanimous),3,5:00
Ion Pascu,loss,Gregor Herb,Oct / 29 / 2011,Oct / 29 / 2011,Submission (Rear-Naked Choke),1,2:37
Ion Pascu,loss,Fraser Opie,Apr / 02 / 2011,Apr / 02 / 2011,DQ (Punch to the Back of the Head),1,2:00
Ion Pascu,loss,Lorenz Larkin,Oct / 12 / 2018,Oct / 12 / 2018,Decision (Unanimous),3,5:00
Ion Pascu,win,Henry Fadipe,BAMMA 30 - Philpott vs. Walsh,Jul / 07 / 2017,KO (Punch),1,4:16
Ion Pascu,win,Djordje Markovic,RMMAF Series 12 - Divizia MMA: Pascu vs. Markovic,Oct / 31 / 2016,Submission (Armbar),1,4:55
Ion Pascu,win,Ivan Brguljan,SFC - Special Edition,Dec / 12 / 2015,KO (Punch),1,3:02
Ion Pascu,win,Felipe Salvador Nsue Ayiugono,RXF 15 - MMA All Stars,Dec / 15 / 2014,Submission (Armbar),1,4:56
Ion Pascu,win,Lee Chadwick,BAMMA Fight Night - Chadwick vs. Pascu,Aug / 02 / 2014,Decision (Unanimous),3,5:00
Ion Pascu,win,Izidor Bunea,RXF 10 - Romanian Xtreme Fighting 10,Apr / 05 / 2014,Submission (Armbar),1,2:18
Ion Pascu,win,Nikolai Alexiev,RPC - Real Pain Challenge,Oct / 19 / 2013,TKO,1,N/A
Ion Pascu,win,Hakon Foss,UWC 23 - Ultimate Warrior Challenge ,Jul / 13 / 2013,TKO (Doctor Stoppage),2,3:08
Ion Pascu,loss,Victor Cheng,Nov / 10 / 2012,Nov / 10 / 2012,Decision (Unanimous),3,5:00
Ion Pascu,win,Marcin Gulas,EMS - Middleweight Tournament Opening Round,Mar / 24 / 2012,Decision (Unanimous),3,5:00
Ion Pascu,win,Mindaugas Arbocius,WFC 3 - Cage Fighting,Sep / 03 / 2011,Submission (Punches),1,0:38
Ion Pascu,win,Marius Barna,Strike FC 3 - Noaptea Demonilor,Oct / 31 / 2008,TKO (Punches),1,1:15
David Mundell,loss,Joey Pierotti,Feb / 16 / 2019,Feb / 16 / 2019,Decision (Unanimous),3,5:00
David Mundell,loss,Douglas Usher,Aug / 11 / 2018,Aug / 11 / 2018,KO (Punches),2,N/A
David Mundell,win,Brad Taylor,RFC 41 - War,Nov / 03 / 2017,Decision (Unanimous),3,5:00
David Mundell,win,Jarod Lawton,NEF - Lookin' for a Fight,Aug / 05 / 2016,Decision (Unanimous),3,5:00
David Mundell,win,Travis Cox,RFC 36 - Resurrection,Feb / 26 / 2016,Submission (Armbar),1,4:59
David Mundell,win,Jay Marrero,RFC 31 - New Breed,Jul / 11 / 2014,TKO (Punches),2,4:30
David Mundell,win,Jeremie Cook,RFC 30 - Turf Wars,Feb / 28 / 2014,TKO (Punches),1,0:17
David Mundell,loss,Mike Perry,Oct / 12 / 2013,Oct / 12 / 2013,KO,2,2:26
David Mundell,win,Tony Murphy,WCFL 2 - World Class Fight League 2,Jan / 19 / 2013,Submission,1,1:16
David Mundell,win,Elijah Gbollie,BGMMA - Battleground MMA,Jun / 16 / 2018,Decision (Unanimous),3,5:00
David Mundell,win,Michael Lombardo,V3 Fights 61 - Quarantillo vs. Reynolds,Aug / 19 / 2017,Decision (Unanimous),3,5:00
David Mundell,loss,Preston Parsons,Dec / 02 / 2016,Dec / 02 / 2016,Submission (Armbar),1,4:10
David Mundell,loss,Mike Perry,May / 14 / 2016,May / 14 / 2016,KO (Punches),2,4:10
David Mundell,win,Brad Taylor,RFC 33 - Proving Ground,Mar / 06 / 2015,Decision (Unanimous),3,5:00
David Mundell,win,Rance Jones,Atlas Fights - Battle on Mobile Bay,Apr / 12 / 2014,Decision (Unanimous),3,5:00
David Mundell,win,Andrew March,WCFL 3 - World Class Fight League 3,Mar / 30 / 2013,Submission (Guillotine Choke),1,1:33
David Mundell,win,Patrick Edwards,WCFL 1 - World Class Fight League 1,Oct / 13 / 2012,Submission,3,1:41
Dustin Collins-Miles,win,Ricco Ralston,Valor Fights 46 - Nashville,Nov / 04 / 2017,Submission (Rear-Naked Choke),1,4:28
Paul Daley,win,Lorenz Larkin,Bellator 183 - Henderson vs. Freire,Sep / 23 / 2017,KO (Punches),2,2:40
Paul Daley,win,Brennan Ward,Bellator 170 - Sonnen vs. Ortiz,Jan / 21 / 2017,KO (Flying Knee),1,2:27
Paul Daley,win,Andy Uhrich,Bellator 148 - Daley vs. Uhrich,Jan / 29 / 2016,KO (Punch),1,2:00
Paul Daley,win,Andre Santos,Bellator 134 - British Invasion,Feb / 27 / 2015,Decision (Unanimous),3,5:00
Paul Daley,win,Romario Manoel da Silva,BAMMA 14 - Daley vs. da Silva,Dec / 14 / 2013,KO (Punch),2,1:42
Paul Daley,win,Lukasz Chlewicki,CWFC 57 - Cage Warriors Fighting Championship 57,Jul / 20 / 2013,TKO (Doctor Stoppage),1,5:00
Paul Daley,win,Patrick Vallee,CC 16 - Daley vs. Vallee,Feb / 23 / 2013,KO (Flying Knee),2,4:12
Paul Daley,loss,Kazuo Misaki,Mar / 03 / 2012,Mar / 03 / 2012,Decision (Split),3,5:00
Paul Daley,win,Jordan Radev,BAMMA 7 - Wallhead vs. Trigg,Sep / 10 / 2011,Decision (Unanimous),3,5:00
Paul Daley,loss,Nick Diaz,Apr / 09 / 2011,Apr / 09 / 2011,TKO (Punches),1,4:57
Paul Daley,win,Scott Smith,Strikeforce - Henderson vs. Babalu 2,Dec / 04 / 2010,KO (Punch),1,2:09
Paul Daley,win,Daniel Acacio,Impact FC 2 - The Uprising: Sydney,Jul / 18 / 2010,TKO (Submission to Elbow),3,1:15
Paul Daley,win,Dustin Hazelett,UFC 108 - Evans vs. Silva,Jan / 02 / 2010,KO (Punches),1,2:24
Paul Daley,win,Porfirio Alves Jr.,WFC 8 - D-Day,Apr / 18 / 2009,TKO (Punches),1,2:29
Paul Daley,loss,Nick Thompson,Feb / 20 / 2009,Feb / 20 / 2009,Decision (Unanimous),3,5:00
Paul Daley,loss,Jake Shields,Oct / 04 / 2008,Oct / 04 / 2008,Submission (Armbar),2,3:47
Paul Daley,win,Sam Morgan,ShoXC - Elite Challenger Series,Jan / 25 / 2008,KO (Elbow),1,2:12
Paul Daley,win,Duane Ludwig,Strikeforce-EliteXC - Shamrock vs. Baroni,Jun / 22 / 2007,TKO (Punches),2,0:42
Paul Daley,win,Daniel Weichel,FX3 - Fight Night 4,Mar / 10 / 2007,KO (Knee),1,2:55
Paul Daley,win,Sol Gilbert,Cage Rage 18 - Battleground,Sep / 30 / 2006,KO (Punches),2,2:59
Paul Daley,win,Ross Mason,Cage Rage 17 - Ultimate Challenge,Jul / 01 / 2006,Decision (Majority),3,5:00
Paul Daley,win,Blake Fredrickson,GF - Brawl at the Mall 2,Mar / 19 / 2006,Decision (Unanimous),2,2:00
Paul Daley,win,Joey van Wanrooij,Cage Rage 14 - Punishment,Dec / 03 / 2005,Decision (Unanimous),3,5:00
Paul Daley,loss,Pat Healy,Jul / 09 / 2005,Jul / 09 / 2005,Submission (Guillotine Choke),2,3:15
Paul Daley,draw,Paul Jenkins,Cage Rage 11 - Face Off,Apr / 30 / 2005,Draw,3,5:00
Paul Daley,win,Jess Liaudin,Cage Rage 9 - No Mercy,Nov / 27 / 2004,TKO (Doctor Stoppage),1,5:00
Paul Daley,win,Xavier Foupa-Pokam,Cage Rage 7 - Battle of Britain,Jul / 10 / 2004,KO (Punch),1,N/A
Paul Daley,loss,James Evans-Nicolle,Nov / 02 / 2003,Nov / 02 / 2003,Submission (Rear-Naked Choke),2,3:41
Paul Daley,win,John Connelly,EB 3 - Extreme Brawl 3,Jun / 29 / 2003,TKO (Punches),1,N/A
Paul Daley,loss,Robert Mitchell,May / 10 / 2003,May / 10 / 2003,Submission (Triangle Choke),0,0:00
Paul Daley,loss,Jon Fitch,May / 12 / 2018,May / 12 / 2018,Decision (Unanimous),3,5:00
Paul Daley,loss,Rory MacDonald,May / 19 / 2017,May / 19 / 2017,Submission (Rear-Naked Choke),2,1:45
Paul Daley,loss,Douglas Lima,Jul / 16 / 2016,Jul / 16 / 2016,Decision (Unanimous),3,5:00
Paul Daley,win,Dennis Olson,Bellator 140 - Lima vs. Koreshkov,Jul / 17 / 2015,TKO (Punches),2,1:12
Paul Daley,win,Marinho Moreira da Rocha,BAMMA 16 - Daley vs. da Rocha,Sep / 13 / 2014,KO (Punch to the Body),2,3:40
Paul Daley,loss,Alexander Yakovlev,Nov / 08 / 2013,Nov / 08 / 2013,Decision (Unanimous),3,5:00
Paul Daley,win,Rodrigo Ribeiro,Dubai FC 4 - Daley vs. Ribeiro,May / 10 / 2013,KO (Punches),2,1:02
Paul Daley,win,Rudy Bears,BFC - Bellator Fighting Championships 72,Jul / 20 / 2012,TKO (Punches),1,2:45
Paul Daley,win,Luigi Fioravanti,Ringside MMA 12 - Daley vs. Fioravanti,Oct / 21 / 2011,Decision (Unanimous),3,5:00
Paul Daley,loss,Tyron Woodley,Jul / 30 / 2011,Jul / 30 / 2011,Decision (Unanimous),3,5:00
Paul Daley,win,Yuya Shirai,BAMMA 5 - Daley vs. Shirai,Feb / 26 / 2011,KO (Punches),1,1:46
Paul Daley,win,Jorge Masvidal,SF 13 - Jardine vs. Prangley,Sep / 11 / 2010,Decision (Unanimous),3,5:00
Paul Daley,loss,Josh Koscheck,May / 08 / 2010,May / 08 / 2010,Decision (Unanimous),3,5:00
Paul Daley,win,Martin Kampmann,UFC 103 - Franklin vs. Belfort,Sep / 19 / 2009,TKO (Punches),1,2:31
Paul Daley,win,Aurelijus Kerpe,UG - Ultimate Gladiators,Mar / 29 / 2009,KO (Knee and Punches),1,1:35
Paul Daley,win,Bojan Kosednar,CWFC 34 - Cage Warriors 34: Enter the Rough House 7,Jul / 12 / 2008,KO (Punch),1,4:53
Paul Daley,win,Mark Weir,Cage Rage 23 - Unbelievable,Sep / 22 / 2007,TKO (Punches),2,2:14
Paul Daley,win,Paul Jenkins,Cage Rage 21 - Judgement Day,Apr / 21 / 2007,TKO (Submission to Punch to the Body),2,0:41
Paul Daley,loss,Luiz Azeredo,Dec / 09 / 2006,Dec / 09 / 2006,Decision (Unanimous),3,5:00
Paul Daley,loss,Satoru Kitaoka,Aug / 27 / 2006,Aug / 27 / 2006,Submission (Guillotine Choke),1,2:54
Paul Daley,win,Dave Strasser,Cage Rage 16 - Critical Condition,Apr / 22 / 2006,Decision (Unanimous),3,5:00
Paul Daley,loss,Jean Silva,Feb / 04 / 2006,Feb / 04 / 2006,TKO (Dislocated Thumb),2,4:40
Paul Daley,win,Peter Angerer,FX3 - Battle of Britain,Oct / 15 / 2005,TKO (Punches),1,3:28
Paul Daley,win,Sami Berik,FX3 - Xplosion,Jun / 18 / 2005,TKO (Punches),1,3:03
Paul Daley,draw,Abdul Mohamed,Dec / 18 / 2004,Dec / 18 / 2004,Draw,5,5:00
Paul Daley,win,Paul Jenkins,CWFC 8 - Cage Warriors 8: Brutal Force,Sep / 18 / 2004,TKO (Punches),2,2:56
Paul Daley,win,Lee Doski,UKMMAC 6 - Extreme Warriors,Feb / 29 / 2004,TKO (Punches and Elbows),1,0:41
Paul Daley,loss,Florentim Amorim,Jul / 27 / 2003,Jul / 27 / 2003,Submission (Rear-Naked Choke),1,N/A
Nick Barnes,win,Chad Curry,LFA 20 - Curry vs. Barnes,Aug / 25 / 2017,Decision (Split),3,5:00
Nick Barnes,win,Jose Diaz,RFA 38 - Moises vs. Emmers,Jun / 03 / 2016,Decision (Unanimous),3,5:00
Nick Barnes,loss,Jesse Taylor,Aug / 01 / 2015,Aug / 01 / 2015,Technical Submission (Rear-Naked Choke),1,2:59
Nick Barnes,win,Mike Jasper,National Fight Alliance - Valley Invasion 4,Aug / 08 / 2014,Decision (Unanimous),3,3:00
Nick Barnes,win,Taylor Holmes,Xplode Fight Series - Anarchy,Sep / 22 / 2012,Submission (Rear-Naked Choke),1,1:20
Nick Barnes,win,Anthony Castillo,Xplode Fight Series - Hunted,May / 19 / 2012,Submission (Rear-Naked Choke),1,0:38
Nick Barnes,win,Blake Phelps,Gladiator Challenge - Full Force,Jun / 12 / 2011,TKO (Broken Arm),1,1:40
Nick Barnes,win,Jason Pierce,GX - Strait Raw MMA 3,Oct / 16 / 2010,Submission,1,1:52
Nick Barnes,loss,Curtis Millender,Jan / 12 / 2018,Jan / 12 / 2018,KO (Head Kick),2,2:51
Nick Barnes,loss,Brian Camozzi,Sep / 09 / 2016,Sep / 09 / 2016,Technical Submission (Guillotine Choke),1,1:40
Nick Barnes,win,James Terry,Bellator 147 - Thomson vs. Villaseca,Dec / 04 / 2015,Submission (Rear-Naked Choke),1,2:48
Nick Barnes,win,Shawn Landers,Gladiator Challenge - Holiday Beatings,Dec / 20 / 2014,Submission (Rear-Naked Choke),1,0:31
Nick Barnes,win,Jeff Murphy,Xplode Fight Series - Adrenaline,May / 17 / 2014,TKO,1,0:59
Nick Barnes,win,Carlos Baruch,Xplode Fight Series - Combat Ready,Jun / 22 / 2012,TKO (Punches),1,4:37
Nick Barnes,win,Mike Zamorano,Xplode Fight Series - Hillside Havoc,Nov / 19 / 2011,Submission (Rear-Naked Choke),3,0:00
Nick Barnes,win,Matt Hagge,Gladiator Challenge - Hostile,Apr / 22 / 2011,Submission,2,1:32
Yancy Medeiros,loss,Lando Vannata,Feb / 15 / 2020,Feb / 15 / 2020,Decision (Unanimous),3,5:00
Yancy Medeiros,loss,Donald Cerrone,Feb / 18 / 2018,Feb / 18 / 2018,TKO (Punches),1,4:58
Yancy Medeiros,loss,Francisco Trinaldo,May / 14 / 2016,May / 14 / 2016,Decision (Unanimous),3,5:00
Yancy Medeiros,loss,Dustin Poirier,Jun / 06 / 2015,Jun / 06 / 2015,TKO (Punches),1,2:38
Yancy Medeiros,win,Damon Jackson,UFC 177 - Dillashaw vs. Soto,Aug / 30 / 2014,Technical Submission (Reverse Bulldog Choke),2,1:54
Yancy Medeiros,NC,Yves Edwards,UFC Fight Night 31 - Fight for the Troops 3,Nov / 06 / 2013,No Contest,1,2:47
Yancy Medeiros,win,Gareth Joseph,Strikeforce / M-1 Global - Fedor vs. Werdum,Jun / 26 / 2010,KO (Punches),2,1:19
Yancy Medeiros,win,Zeke Prados,Destiny MMA - Maui No Ka'oi,Aug / 22 / 2009,TKO (Punches),1,2:23
Yancy Medeiros,win,Poai Suganuma,Destiny MMA - Pier Fighter 1,Nov / 15 / 2008,TKO (Punches),3,0:37
Yancy Medeiros,win,Larry Perreira,HFL - Hawaii Fight League 3,May / 03 / 2008,KO (Punches),1,2:37
Yancy Medeiros,win,Rigo Mendoza,HFL - Hawaii Fight League 1,Oct / 19 / 2007,KO (Punches),1,N/A
Yancy Medeiros,loss,Gregor Gillespie,Jan / 19 / 2019,Jan / 19 / 2019,TKO (Punches),2,4:59
Yancy Medeiros,win,Alex Oliveira,UFC 218 - Holloway vs. Aldo 2,Dec / 02 / 2017,TKO (Punches),3,2:02
Yancy Medeiros,win,Sean Spencer,UFC 203 - Miocic vs. Overeem,Sep / 10 / 2016,Submission (Rear-Naked Choke),2,0:49
Yancy Medeiros,win,John Makdessi,UFC 194 - Aldo vs. McGregor,Dec / 12 / 2015,Decision (Split),3,5:00
Yancy Medeiros,win,Joe Proctor,UFC - The Ultimate Fighter 20 Finale,Dec / 12 / 2014,Submission (Guillotine Choke),1,4:37
Yancy Medeiros,loss,Jim Miller,Apr / 26 / 2014,Apr / 26 / 2014,Technical Submission (Guillotine Choke),1,3:18
Yancy Medeiros,loss,Rustam Khabilov,Apr / 27 / 2013,Apr / 27 / 2013,TKO (Thumb Injury),1,2:32
Yancy Medeiros,win,Raul Castillo,Strikeforce - Challengers 6,Feb / 26 / 2010,Decision (Unanimous),3,5:00
Yancy Medeiros,win,Jake Yasui,UNU 1 - Seek and Destroy,Mar / 21 / 2009,Submission (Rear-Naked Choke),1,1:46
Yancy Medeiros,win,Gino Venti,HFL - Hawaii Fight League 4,Oct / 12 / 2008,Decision (Unanimous),3,3:00
Yancy Medeiros,win,Eddie Ohia,HFL - Hawaii Fight League 2,Jan / 12 / 2008,TKO (Punches),1,1:23
Nordine Taleb,loss,Muslim Salikhov,Sep / 07 / 2019,Sep / 07 / 2019,KO (Punch),1,4:26
Nordine Taleb,loss,Sean Strickland,Oct / 27 / 2018,Oct / 27 / 2018,TKO (Punches),2,3:10
Nordine Taleb,win,Danny Roberts,UFC on Fox 26 - Lawler vs. dos Anjos,Dec / 16 / 2017,KO (Head Kick and Punch),1,0:59
Nordine Taleb,loss,Santiago Ponzinibbio,Feb / 19 / 2017,Feb / 19 / 2017,Decision (Unanimous),3,5:00
Nordine Taleb,loss,Warlley Alves,Aug / 01 / 2015,Aug / 01 / 2015,Submission (Guillotine Choke),2,4:11
Nordine Taleb,win,Jingliang Li,UFC Fight Night 54 - MacDonald vs. Saffiedine,Oct / 04 / 2014,Decision (Split),3,5:00
Nordine Taleb,loss,Marius Zaromskis,Sep / 28 / 2012,Sep / 28 / 2012,Decision (Unanimous),3,5:00
Nordine Taleb,win,Matt Secor,BFC - Bellator Fighting Championships 64,Apr / 06 / 2012,Decision (Unanimous),3,5:00
Nordine Taleb,win,Szymon Boniecki,UGC 28 - Montreal,Oct / 01 / 2011,TKO (Punches),1,1:52
Nordine Taleb,win,Chad Cox,W-1 MMA 6 - New Ground,Oct / 23 / 2010,Decision (Unanimous),3,5:00
Nordine Taleb,loss,Guillaume DeLorenzi,Mar / 14 / 2008,Mar / 14 / 2008,TKO (Punches),3,3:46
Nordine Taleb,loss,Mike King,Oct / 16 / 2013,Oct / 16 / 2013,Decision (Unanimous),3,5:00
Nordine Taleb,win,Kyle Prepolec,UFC Fight Night 151 - Iaquinta vs. Cowboy,May / 04 / 2019,Decision (Unanimous),3,5:00
Nordine Taleb,loss,Claudio Henrique da Silva,May / 27 / 2018,May / 27 / 2018,Submission (Rear-Naked Choke),1,4:31
Nordine Taleb,win,Oliver Enkamp,UFC Fight Night 109 - Gustafsson vs. Teixeira ,May / 28 / 2017,Decision (Unanimous),3,5:00
Nordine Taleb,win,Chris Clements,UFC 186 - Johnson vs. Horiguchi,Apr / 25 / 2015,Decision (Unanimous),3,5:00
Nordine Taleb,win,Vik Grujic,UFC - The Ultimate Fighter Nations Finale,Apr / 16 / 2014,Decision (Unanimous),3,5:00
Nordine Taleb,win,Matt MacGrath,BFC - Bellator Fighting Championships 67,May / 04 / 2012,TKO (Punches),2,2:30
Nordine Taleb,win,Pete Sell,ROC 38 - Ring of Combat 38,Nov / 18 / 2011,TKO (Punches),2,0:53
Nordine Taleb,win,John Salgado,EOTT - Eye of the Tiger,Jun / 11 / 2011,KO (Head Kick),1,2:50
Nordine Taleb,win,Dean Martins,W-1 MMA 4 - Bad Blood,Mar / 20 / 2010,TKO (Punches),2,2:54
Nordine Taleb,win,Louis-Philippe Carle,XMMA 2 - Gold Rush,Nov / 24 / 2007,Decision (Unanimous),3,5:00
Josh Koscheck,loss,Mauricio Alonso,Feb / 18 / 2017,Feb / 18 / 2017,TKO (Punches),1,4:42
Josh Koscheck,loss,Jake Ellenberger,Feb / 28 / 2015,Feb / 28 / 2015,Submission (North-South Choke),2,4:20
Josh Koscheck,loss,Robbie Lawler,Feb / 23 / 2013,Feb / 23 / 2013,TKO (Punches),1,3:57
Josh Koscheck,win,Mike Pierce,UFC 143 - Diaz vs. Condit,Feb / 04 / 2012,Decision (Split),3,5:00
Josh Koscheck,loss,Georges St. Pierre,Dec / 11 / 2010,Dec / 11 / 2010,Decision (Unanimous),5,5:00
Josh Koscheck,win,Anthony Johnson,UFC 106 - Ortiz vs. Griffin 2,Nov / 21 / 2009,Submission (Rear-Naked Choke),2,4:47
Josh Koscheck,loss,Paulo Thiago,Feb / 21 / 2009,Feb / 21 / 2009,TKO (Punches),1,3:29
Josh Koscheck,loss,Thiago Alves,Oct / 25 / 2008,Oct / 25 / 2008,Decision (Unanimous),3,5:00
Josh Koscheck,win,Dustin Hazelett,UFC 82 - Pride of a Champion,Mar / 01 / 2008,TKO (Head Kick and Punches),2,1:24
Josh Koscheck,win,Diego Sanchez,UFC 69 - Shootout,Apr / 07 / 2007,Decision (Unanimous),3,5:00
Josh Koscheck,win,Jonathan Goulet,UFC Fight Night 6 - Sanchez vs. Parisyan,Aug / 17 / 2006,TKO (Submission to Punches),1,4:10
Josh Koscheck,win,Ansar Chalangov,UFC Fight Night 4 - Bonnar vs. Jardine,Apr / 06 / 2006,Submission (Rear-Naked Choke),1,3:29
Josh Koscheck,win,Pete Spratt,UFC Fight Night 1 - Marquardt vs. Salaverry,Aug / 06 / 2005,Submission (Rear-Naked Choke),1,1:53
Josh Koscheck,win,Luke Cummo,ROC 6 - Ring of Combat 6,Apr / 24 / 2004,Decision (Unanimous),3,5:00
Josh Koscheck,loss,Diego Sanchez,Oct / 30 / 2004,Oct / 30 / 2004,Decision (Split),3,5:00
Josh Koscheck,win,Dave Morris,IFC - Night of the Warriors 4,Jun / 26 / 2004,Submission (Guillotine Choke),1,2:00
Josh Koscheck,loss,Tyron Woodley,Nov / 16 / 2013,Nov / 16 / 2013,KO (Punches),1,4:38
Josh Koscheck,loss,Johny Hendricks,May / 05 / 2012,May / 05 / 2012,Decision (Split),3,5:00
Josh Koscheck,win,Matt Hughes,UFC 135 - Jones vs. Rampage,Sep / 24 / 2011,KO (Punches),1,4:59
Josh Koscheck,win,Frank Trigg,UFC 103 - Franklin vs. Belfort,Sep / 19 / 2009,TKO (Punches),1,1:25
Josh Koscheck,win,Yoshiyuki Yoshida,UFC Fight Night 16 - Fight for the Troops 1,Dec / 10 / 2008,KO (Punch),1,2:15
Josh Koscheck,win,Chris Lytle,UFC 86 - Jackson vs. Griffin,Jul / 05 / 2008,Decision (Unanimous),3,5:00
Josh Koscheck,loss,Georges St. Pierre,Aug / 25 / 2007,Aug / 25 / 2007,Decision (Unanimous),3,5:00
Josh Koscheck,win,Jeff Joslin,UFC Fight Night 7 - Sanchez vs. Riggs,Dec / 13 / 2006,Decision (Unanimous),3,5:00
Josh Koscheck,win,Dave Menne,UFC Fight Night 5 - Leben vs. Silva,Jun / 28 / 2006,Decision (Unanimous),3,5:00
Josh Koscheck,loss,Drew Fickett,Oct / 03 / 2005,Oct / 03 / 2005,Technical Submission (Rear-Naked Choke),3,4:28
Josh Koscheck,win,Chris Sanford,UFC - The Ultimate Fighter 1 Finale,Apr / 09 / 2005,KO (Punch),1,4:21
